"store","websites","attribute_set","type","sku","age","gender","size","dimension","visibility","featured","status","store_id","product_type_id"
"admin","base","Default","simple","BW2152L-H2H","1.5歲-12歲","女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","GM04-H2H",,"男,女",,"25.4 x 25.4公分","Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11301N-S-UBSN","1-2歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11301N-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11303N-S-UBSN","1-2歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11303N-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11104N-S-UBSN","1-2歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11104N-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11306N-S-UBSN","1-2歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11306N-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11305N-S-UBSN","1-2歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11305N-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","21208N-S-UBSN","1-2歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","21208N-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11309N-S-UBSN","1-2歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11309N-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11310N-S-UBSN","1-2歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11310N-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11301B-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11301B-L-UBSN","5-8歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11303B-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11303B-L-UBSN","5-8歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11304B-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11304B-L-UBSN","5-8歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11305B-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11305B-L-UBSN","5-8歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11306B-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11306B-L-UBSN","5-8歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","21208B-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","21208B-L-UBSN","5-8歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11310B-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11310B-L-UBSN","5-8歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11311B-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11311B-L-UBSN","5-8歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11312B-M-UBSN","2-4歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","11312B-L-UBSN","5-8歲","男,女",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","21101S-UBSN","2-8歲","男",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","21104S-UBSN","2-8歲","男",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","21105S-UBSN","2-8歲","男",,,"Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","CocoSnow-MLS","6個月到16公斤","男,女",,"約20 x 4 x 15 cm","Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","HudsonStripe-MLS","6個月到16公斤","男,女",,"約20 x 4 x 15 cm","Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","Minky.BB-ISSMA","8歲以下","男,女",,"Hooded Towel X 1 -38"" X 38""(約97 X 97cm)/ Washcloth X 1- 8”x 8”(約20 X 20 cm)","Catalog, Search","No","Enabled",0,"simple"
"admin","base","Default","simple","Minky.BP-ISSMA","8歲以下","男,女",,"Hooded Towel X 1 -38"" X 38""(約97 X 97cm)/ Washcloth X 1- 8”x 8”(約20 X 20 cm)","Catalog, Search","No","Enabled",0,"simple"
