"store","sku","qty","is_in_stock"
"admin","BW2156S-H2H",2.0000,"1 "
"admin","BWR-12M-LORALIN",2.0000,"1 "
"admin","BWR-3M-LORALIN",2.0000,"1 "
"admin","BWR-6M-LORALIN",1.0000,"1 "
"admin","BWT-12M-LORALIN",4.0000,"1 "
"admin","BWT-3M-LORALIN",4.0000,"1 "
"admin","BWT-6M-LORALIN",4.0000,"1 "
"admin","CAD-WALRUS-3SP",4.0000,"1 "
"admin","CAD01-3SP",5.0000,"1 "
"admin","CAD02-3SP",8.0000,"1 "
"admin","CAD03-3SP",5.0000,"1 "
"admin","CAD04-3SP",9.0000,"1 "
"admin","CBGOS-BEBABEAN",9.0000,"1 "
"admin","CBIOS-BEBABEAN",8.0000,"1 "
"admin","CBPOS-BEBABEAN",9.0000,"1 "
"admin","CBTC-BEBABEAN",10.0000,"1 "
"admin","CBTI-BEBABEAN",7.0000,"1 "
"admin","CBTP-BEBABEAN",7.0000,"1 "
"admin","CDO18M-EROSE",12.0000,"1 "
"admin","CDO2T-EROSE",10.0000,"1 "
"admin","CDP18M-EROSE",4.0000,"1 "
"admin","CHCFBLYSV-LTGF",4.0000,"1 "
"admin","CHTSLS3BL-LTGF",5.0000,"1 "
"admin","CHTSLS3CR-LTGF",3.0000,"1 "
"admin","CHTSLS3PK-LTGF",6.0000,"1 "
"admin","CHTWPK-LTGF",2.0000,"1 "
"admin","CRLBLMR1YB-CB",5.0000,"1 "
"admin","CRLBLMR1YBRD-CB",5.0000,"1 "
"admin","CRLBLMR1YC-CB",4.0000,"1 "
"admin","CRLBLMR1YTRTL-CB",5.0000,"1 "
"admin","CRLBRTCH2YB-CB",4.0000,"1 "
"admin","CRLBRTCH3YB-CB",5.0000,"1 "
"admin","DOTTILICIOUS-WCARTS",2.0000,"1 "
"admin","E526023-EDUSHP",7.0000,"1 "
"admin","E547005-EDUSHP",3.0000,"1 "
"admin","E547023-EDUSHP",7.0000,"1 "
"admin","E705175-EDUSHP",5.0000,"1 "
"admin","E705191-EDUSHP",12.0000,"1 "
"admin","E706132-EDUSHP",7.0000,"1 "
"admin","E706150-EDUSHP",11.0000,"1 "
"admin","E851003-EDUSHP",10.0000,"1 "
"admin","E909006-EDUSHP",10.0000,"1 "
"admin","E975054-EDUSHP",10.0000,"1 "
"admin","EDLD2T-EROSE",1.0000,"1 "
"admin","EDLD3T-EROSE",2.0000,"1 "
"admin","EDLD6-12M-EROSE",3.0000,"1 "
"admin","FB20-WCARTS",4.0000,"1 "
"admin","FLUTTERFLIES2-WCARTS",9.0000,"1 "
"admin","FP-BLUE-3MO-UN",6.0000,"1 "
"admin","FP-BLUE-6MO-UN",6.0000,"1 "
"admin","FP-BLUSH-3MO-UN",6.0000,"1 "
"admin","FP-BLUSH-6MO-UN",6.0000,"1 "
"admin","FP-WHT-3MO-UN",6.0000,"1 "
"admin","FP-WHT-6MO-UN",6.0000,"1 "
"admin","FTYBOYSTRP-3MO-UN",6.0000,"1 "
"admin","FTYBOYSTRP-6MO-UN",6.0000,"1 "
"admin","FTYGRLSTRP-3MO-UN",6.0000,"1 "
"admin","FTYGRLSTRP-6MO-UN",6.0000,"1 "
"admin","GJDMB18-0000-RB",4.0000,"1 "
"admin","GJDMB2T-0000-RB",4.0000,"1 "
"admin","GTWCH12-RF00-RB",1.0000,"1 "
"admin","GTWCH18-RF00-RB",2.0000,"1 "
"admin","GTWCH2T-RF00-RB",1.0000,"1 "
"admin","GTWCH3T-RF00-RB",1.0000,"1 "
"admin","HAMP1-3SP",7.0000,"1 "
"admin","HAMP2-3SP",12.0000,"1 "
"admin","HE-12M-LORALIN",7.0000,"1 "
"admin","HE-6M-LORALIN",8.0000,"1 "
"admin","HKRC-BEBABEAN",7.0000,"1 "
"admin","HKRP-BEBABEAN",8.0000,"1 "
"admin","HN-12M-LORALIN",8.0000,"1 "
"admin","HN-6M-LORALIN",7.0000,"1 "
"admin","HOKPI18-PS00-RB",4.0000,"1 "
"admin","I10-816-305-TG-UN",5.0000,"1 "
"admin","I2-116-297-BS-UN",4.0000,"1 "
"admin","I2-738-297-FA-UN",4.0000,"1 "
"admin","I2-819-306-NB-UN",3.0000,"1 "
"admin","I2-819-307-NB-UN",6.0000,"1 "
"admin","I2-821-306-NB-UN",3.0000,"1 "
"admin","I2-821-307-NB-UN",6.0000,"1 "
"admin","I2-822-306-NB-UN",2.0000,"1 "
"admin","I2-822-307-NB-UN",4.0000,"1 "
"admin","I2-836-304-TG-UN",6.0000,"1 "
"admin","I20-713-273-TG-UN",6.0000,"1 "
"admin","I20-775-273-TG-UN",3.0000,"1 "
"admin","I20-776-273-BU-UN",5.0000,"1 "
"admin","K1185R-KDZDLGT",2.0000,"1 "
"admin","K4BRS-EDGEPUB",10.0000,"1 "
"admin","KBCHO003-KBOOST",19.0000,"1 "
"admin","KBGRE000-KBOOST",3.0000,"1 "
"admin","KBNAT001-KBOOST",21.0000,"1 "
"admin","KCIOS-BEBABEAN",2.0000,"1 "
"admin","KCPOS-BEBABEAN",1.0000,"1 "
"admin","KOI12-BEBABEAN",7.0000,"1 "
"admin","KOP12-BEBABEAN",6.0000,"1 "
"admin","KTG18M-EROSE",12.0000,"1 "
"admin","KTG2T-EROSE",12.0000,"1 "
"admin","KTG3T-EROSE",6.0000,"1 "
"admin","KTO18M-EROSE",11.0000,"1 "
"admin","KTO2T-EROSE",12.0000,"1 "
"admin","KTO3T-EROSE",11.0000,"1 "
"admin","LEMONHRT-ISSMA",8.0000,"1 "
"admin","LIMBLMR1YA-CB",5.0000,"1 "
"admin","LIMBRTCH2YA-CB",4.0000,"1 "
"admin","LIMBRTCH3YA-CB",5.0000,"1 "
"admin","LIMBRTCH3YWHL-CB",5.0000,"1 "
"admin","LIMBWLR2Y-CB",4.0000,"1 "
"admin","LIMBWLR3Y-CB",5.0000,"1 "
"admin","LS-SSBB-BLU-3MO-UN",6.0000,"1 "
"admin","LS-SSBB-BLU-6MO-UN",6.0000,"1 "
"admin","LS-SSBB-TAN-6MO-UN",6.0000,"1 "
"admin","LS-SSBB-WHT-3MO-UN",5.0000,"1 "
"admin","LS-SSBB-WHT-6MO-UN",5.0000,"1 "
"admin","LSBUN1ZRED6MO-CLK",2.0000,"1 "
"admin","LSDINO1ZNAV12MO-CLK",3.0000,"1 "
"admin","LSDINO1ZNAV6MO-CLK",2.0000,"1 "
"admin","LSDINOTNAV2T-CLK",5.0000,"1 "
"admin","LSDINOTNAV4T-CLK",5.0000,"1 "
"admin","LSSEAL1ZBL12MO-CLK",3.0000,"1 "
"admin","LSSEAL1ZBL18MO-CLK",2.0000,"1 "
"admin","LSSEALTNAV2T-CLK",5.0000,"1 "
"admin","LSSEALTNAV4T-CLK",5.0000,"1 "
"admin","LXDRLGBL-LTGF",8.0000,"1 "
"admin","LXDRLGPK-LTGF",6.0000,"1 "
"admin","MBB1008-MIXIE",204.0000,"1 "
"admin","MBN001-MIXIE",16.0000,"1 "
"admin","MBN002-MIXIE",210.0000,"1 "
"admin","MDO18M-EROSE",11.0000,"1 "
"admin","MDO3T-EROSE",6.0000,"1 "
"admin","MINKY.BB-ISSMA",8.0000,"1 "
"admin","MINKY.BP-ISSMA",9.0000,"1 "
"admin","MINKY.CB-ISSMA",6.0000,"1 "
"admin","MINKY.CP-ISSMA",9.0000,"1 "
"admin","MMGREEN-MM",12.0000,"1 "
"admin","MOB1-3SP",4.0000,"1 "
"admin","MOB2-3SP",4.0000,"1 "
"admin","MOB3-3SP",3.0000,"1 "
"admin","MONKEYS-ISSMA",5.0000,"1 "
"admin","MSCBKTBL-LTGF",2.0000,"1 "
"admin","MSCBKTPK-LTGF",2.0000,"1 "
"admin","MSLNDSK3BL-LTGF",5.0000,"1 "
"admin","MSNDSLS3BL-LTGF",5.0000,"1 "
"admin","MSNDSLS3CE-LTGF",6.0000,"1 "
"admin","MSNDSLS3PK-LTGF",5.0000,"1 "
"admin","MSTBRTCH2YC-CB",5.0000,"1 "
"admin","MSTBRTCH3YC-CB",5.0000,"1 "
"admin","MSTBRTCH3YWHL-CB",4.0000,"1 "
"admin","MSTBWLR2Y-CB",4.0000,"1 "
"admin","MSTBWLR3Y-CB",5.0000,"1 "
"admin","MSTBXR1YI-CB",5.0000,"1 "
"admin","MSTBXR1YW-CB",3.0000,"1 "
"admin","MSTBXR2YI-CB",4.0000,"1 "
"admin","MSTBXR2YSEA-CB",2.0000,"1 "
"admin","MSTBXR2YW-CB",6.0000,"1 "
"admin","MSTBXR2YWHL-CB",2.0000,"1 "
"admin","MTN-001-MTN",1.0000,"1 "
"admin","MTN-005-MTN",1.0000,"1 "
"admin","MTN-010-MTN",8.0000,"1 "
"admin","MTN-026-MTN",1.0000,"1 "
"admin","MTN-029-MTN",2.0000,"1 "
"admin","OG-12M-LORALIN",3.0000,"1 "
"admin","OG-3M-LORALIN",3.0000,"1 "
"admin","OG-6M-LORALIN",4.0000,"1 "
"admin","ONKTE00-TES0-RB",3.0000,"1 "
"admin","ONKTE03-TES0-RB",3.0000,"1 "
"admin","ONKTE06-TES0-RB",3.0000,"1 "
"admin","ONKTE12-TES0-RB",1.0000,"1 "
"admin","ONKTE18-TES0-RB",2.0000,"1 "
"admin","ONMPI12-USLS-RB",2.0000,"1 "
"admin","OVERLAPHEARTS-WCARTS",10.0000,"1 "
"admin","P4BRS-EDGEPUB",12.0000,"1 "
"admin","PGKNV2T-NAO0-RB",3.0000,"1 "
"admin","PGKNV3T-NAO0-RB",3.0000,"1 "
"admin","PGKPL2T-PLO0-RB",1.0000,"1 "
"admin","PGKPL3T-PLO0-RB",3.0000,"1 "
"admin","PKFFPIPA",4.0000,"1 "
"admin","PKTYPSMC",14.0000,"1 "
"admin","PKTYSORB",15.0000,"1 "
"admin","PKTYSQPZ",8.0000,"1 "
"admin","PT3074-BEBABEAN",7.0000,"1 "
"admin","R2B-FU-8-PLUIE",1.0000,"1 "
"admin","R2B-NY-10-PLUIE",3.0000,"1 "
"admin","R2B-NY-6-PLUIE",1.0000,"1 "
"admin","R2B-NY-8-PLUIE",2.0000,"1 "
"admin","R2C-FU-4-PLUIE",1.0000,"1 "
"admin","R2C-NY-2-PLUIE",1.0000,"1 "
"admin","R2C-NY-4-PLUIE",3.0000,"1 "
"admin","RB-3M-LORALIN",4.0000,"1 "
"admin","RB-6M-LORALIN",4.0000,"1 "
"admin","RB-CC-10-PLUIE",4.0000,"1 "
"admin","RB-CC-6-PLUIE",2.0000,"1 "
"admin","RB-CC-8-PLUIE",3.0000,"1 "
"admin","RB-CD-6-PLUIE",1.0000,"1 "
"admin","RB-CD-8-PLUIE",2.0000,"1 "
"admin","RB-FP-10-PLUIE",4.0000,"1 "
"admin","RB-FP-6-PLUIE",2.0000,"1 "
"admin","RB-FP-8-PLUIE",5.0000,"1 "
"admin","RB-GP-10-PLUIE",3.0000,"1 "
"admin","RB-GP-6-PLUIE",1.0000,"1 "
"admin","RB-GP-8-PLUIE",3.0000,"1 "
"admin","RB-NB-10-PLUIE",4.0000,"1 "
"admin","RB-NB-6-PLUIE",1.0000,"1 "
"admin","RB-NB-8-PLUIE",3.0000,"1 "
"admin","RB-PD-10-PLUIE",1.0000,"1 "
"admin","RB-PD-6-PLUIE",1.0000,"1 "
"admin","RB-PD-8-PLUIE",4.0000,"1 "
"admin","RB-PS-10-PLUIE",2.0000,"1 "
"admin","RB-PS-6-PLUIE",2.0000,"1 "
"admin","RB-RK-10-PLUIE",2.0000,"1 "
"admin","RB-RK-6-PLUIE",1.0000,"1 "
"admin","RBWSD03-P100-RB",3.0000,"1 "
"admin","RBWSD12-P100-RB",1.0000,"1 "
"admin","RBWSD18-P100-RB",1.0000,"1 "
"admin","RBWSD2T-P100-RB",3.0000,"1 "
"admin","RBWSDNB-P100-RB",3.0000,"1 "
"admin","RC-CC-1-PLUIE",2.0000,"1 "
"admin","RC-CC-2-PLUIE",4.0000,"1 "
"admin","RC-CC-4-PLUIE",3.0000,"1 "
"admin","RC-CD-1-PLUIE",2.0000,"1 "
"admin","RC-CD-2-PLUIE",2.0000,"1 "
"admin","RC-CD-4-PLUIE",3.0000,"1 "
"admin","RC-FP-1-PLUIE",1.0000,"1 "
"admin","RC-FP-2-PLUIE",4.0000,"1 "
"admin","RC-FP-4-PLUIE",4.0000,"1 "
"admin","RC-GP-1-PLUIE",1.0000,"1 "
"admin","RC-GP-2-PLUIE",3.0000,"1 "
"admin","RC-GP-4-PLUIE",3.0000,"1 "
"admin","RC-NB-1-PLUIE",2.0000,"1 "
"admin","RC-NB-2-PLUIE",3.0000,"1 "
"admin","RC-NB-4-PLUIE",4.0000,"1 "
"admin","RC-PD-1-PLUIE",2.0000,"1 "
"admin","RC-PD-2-PLUIE",5.0000,"1 "
"admin","RC-PD-4-PLUIE",3.0000,"1 "
"admin","RC-RK-1-PLUIE",1.0000,"1 "
"admin","RC-RK-2-PLUIE",4.0000,"1 "
"admin","RC-RK-4-PLUIE",4.0000,"1 "
"admin","RCDDB06-0000-RB",1.0000,"1 "
"admin","RCDDB18-0000-RB",1.0000,"1 "
"admin","RCKLA12-0000-RB",3.0000,"1 "
"admin","RCKLA18-0000-RB",3.0000,"1 "
"admin","RCKLA2T-0000-RB",2.0000,"1 "
"admin","RDBLMR-WHT-6MO-UN",3.0000,"1 "
"admin","RDBLMR-WHT-9MO-UN",5.0000,"1 "
"admin","RLKBK00-0000-RB",2.0000,"1 "
"admin","RLKWH00-0000-RB",3.0000,"1 "
"admin","RLKWH2T-0000-RB",1.0000,"1 "
"admin","RU-CC-PLUIE",4.0000,"1 "
"admin","RU-CD-PLUIE",2.0000,"1 "
"admin","RU-FP-PLUIE",4.0000,"1 "
"admin","RU-GP-PLUIE",1.0000,"1 "
"admin","RU-PD-PLUIE",4.0000,"1 "
"admin","RU-RK-PLUIE",2.0000,"1 "
"admin","RWL-NAVY-18MO-UN",1.0000,"1 "
"admin","RWL-NAVY-9MO-UN",4.0000,"1 "
"admin","RWP-BOYSTRP-6MO-UN",5.0000,"1 "
"admin","RWP-GRLSTRP-6MO-UN",5.0000,"1 "
"admin","SC2154S-H2H",2.0000,"1 "
"admin","SC2156S-H2H",2.0000,"1 "
"admin","SDCBK12-FOD0-RB",4.0000,"1 "
"admin","SDSRD06-RUO0-RB",3.0000,"1 "
"admin","SDSRD12-RUO0-RB",3.0000,"1 "
"admin","SDSRD18-RUO0-RB",3.0000,"1 "
"admin","SDSRD2T-RUO0-RB",3.0000,"1 "
"admin","SDWPI06-RU00-RB",1.0000,"1 "
"admin","SDWPI12-RU00-RB",2.0000,"1 "
"admin","SDWPI18-RU00-RB",2.0000,"1 "
"admin","SDWPI2T-RU00-RB",3.0000,"1 "
"admin","SE2152S-H2H",2.0000,"1 "
"admin","SE2154S-H2H",5.0000,"1 "
"admin","SE2156S-H2H",6.0000,"1 "
"admin","SH-WHT-12MO-UN",5.0000,"1 "
"admin","SH-WHT-18MO-UN",6.0000,"1 "
"admin","SHFLORAL-PNK-12MP-UN",6.0000,"1 "
"admin","SHFLORAL-PNK-24MO-UN",4.0000,"1 "
"admin","SKSPI18-PM22-RB",4.0000,"1 "
"admin","SKSPI2T-PM22-RB",4.0000,"1 "
"admin","SKSPI3T-PM22-RB",4.0000,"1 "
"admin","SKSWH03-WS22-RB",2.0000,"1 "
"admin","SKSWH06-WS22-RB",2.0000,"1 "
"admin","SKSWH12-WS22-RB",3.0000,"1 "
"admin","SKSWH18-WS22-RB",2.0000,"1 "
"admin","SKSWH2T-WS22-RB",2.0000,"1 "
"admin","SKSWH3T-WS22-RB",2.0000,"1 "
"admin","SMRG-BEBABEAN",18.0000,"1 "
"admin","SPKFU06-FUO0-RB",3.0000,"1 "
"admin","SSBB-BOYSTRP-3MO-UN",5.0000,"1 "
"admin","SSBB-BOYSTRP-6MO-UN",5.0000,"1 "
"admin","SSBB-GRLSTRP-3MO-UN",5.0000,"1 "
"admin","SSBB-GRLSTRP-6MO-UN",5.0000,"1 "
"admin","SSBEE1ZNAT12MO-CLK",3.0000,"1 "
"admin","SSBEE1ZNAT6MO-CLK",3.0000,"1 "
"admin","SSBUN1ZPNK12MO-CLK",4.0000,"1 "
"admin","SSBUN1ZPNK6MO-CLK",3.0000,"1 "
"admin","SSCOW1ZGRN12MO-CLK",3.0000,"1 "
"admin","SSCOW1ZGRN6MO-CLK",4.0000,"1 "
"admin","SSCOWTGRN2T-CLK",5.0000,"1 "
"admin","SSCOWTGRN4T-CLK",2.0000,"1 "
"admin","SSDIN1ZLMN12MO-CLK",2.0000,"1 "
"admin","SSDIN1ZLMN6MO-CLK",3.0000,"1 "
"admin","SSFOX1ZNAT12MO-CLK",5.0000,"1 "
"admin","SSFOX1ZNAT18MO-CLK",1.0000,"1 "
